order_id,date_id,customer_id,product_id,region_id,ship_mode,sales,quantity,discount,profit,customer_name,segment,category,sub_category,product_name,country,state,city,region,year,month,month_name,quarter
ORD-106261,9/20/2022,CUST-1239,PROD-0179,6,First Class,167.52,8,0.1,6.54,Meera Banerjee,Corporate,Office Supplies,Binders,Binders Product 19,USA,Illinois,Chicago,East,2022,9,September,Q3
ORD-106262,11/5/2023,CUST-1794,PROD-0030,3,Same Day,990.22,4,0.3,-186.13,Kunal Menon,Consumer,Furniture,Tables,Tables Product 10,USA,New York,New York,Central,2023,11,November,Q4
ORD-106263,8/12/2021,CUST-1010,PROD-0182,5,Second Class,953.09,8,0.3,-117.29,Tanvi Verma,Home Office,Office Supplies,Paper,Paper Product 2,USA,Florida,Miami,East,2021,8,August,Q3
ORD-106264,8/7/2021,CUST-1084,PROD-0059,3,Second Class,505.6,5,0.3,-80.43,Arjun Malhotra,Corporate,Furniture,Bookcases,Bookcases Product 19,USA,New York,New York,Central,2021,8,August,Q3
ORD-106265,11/27/2021,CUST-0437,PROD-0154,4,Same Day,209.15,3,0,25.93,Aadhya Iyer,Home Office,Technology,Machines,Machines Product 14,USA,Washington,Seattle,East,2021,11,November,Q4
ORD-106266,3/5/2023,CUST-0210,PROD-0119,7,First Class,353.81,1,0.15,0,Anika Patel,Consumer,Technology,Accessories,Accessories Product 19,USA,Ohio,Columbus,West,2023,3,March,Q1
ORD-106267,7/21/2022,CUST-0083,PROD-0072,7,First Class,622.75,6,0.3,-111.03,Rudra Chauhan,Corporate,Furniture,Furnishings,Furnishings Product 12,USA,Ohio,Columbus,West,2022,7,July,Q3
ORD-106268,6/15/2021,CUST-0335,PROD-0142,7,Second Class,908.55,9,0,170.11,Aisha Patel,Home Office,Technology,Machines,Machines Product 2,USA,Ohio,Columbus,West,2021,6,June,Q2
ORD-106269,9/9/2021,CUST-1976,PROD-0005,6,Standard Class,1002.82,3,0,128.21,Yash Ghosh,Home Office,Furniture,Chairs,Chairs Product 5,USA,Illinois,Chicago,East,2021,9,September,Q3
ORD-106270,9/26/2021,CUST-1090,PROD-0184,3,Standard Class,410.93,8,0.3,-61.66,Pooja Pandey,Home Office,Office Supplies,Paper,Paper Product 4,USA,New York,New York,Central,2021,9,September,Q3
ORD-106271,8/21/2022,CUST-1391,PROD-0163,6,First Class,36.84,3,0.3,-6.87,Ira Yadav,Consumer,Office Supplies,Binders,Binders Product 3,USA,Illinois,Chicago,East,2022,8,August,Q3
ORD-106272,10/4/2021,CUST-0906,PROD-0200,7,Same Day,72.33,8,0.2,-3.23,Vihaan Deshmukh,Consumer,Office Supplies,Paper,Paper Product 20,USA,Ohio,Columbus,West,2021,10,October,Q4
ORD-106273,1/9/2022,CUST-0423,PROD-0160,4,First Class,691.63,5,0.1,34.95,Arjun Shetty,Consumer,Technology,Machines,Machines Product 20,USA,Washington,Seattle,East,2022,1,January,Q1
ORD-106274,4/15/2022,CUST-1680,PROD-0164,8,Second Class,792.26,3,0.05,80.53,Meera Bhatt,Corporate,Office Supplies,Binders,Binders Product 4,USA,Arizona,Phoenix,West,2022,4,April,Q2
ORD-106275,6/22/2023,CUST-1066,PROD-0056,7,Second Class,290.22,2,0.3,-35.73,Aarav Banerjee,Home Office,Furniture,Bookcases,Bookcases Product 16,USA,Ohio,Columbus,West,2023,6,June,Q2
ORD-106276,9/3/2021,CUST-0085,PROD-0004,3,Same Day,1090.55,1,0.1,46.81,Simran Jain,Consumer,Furniture,Chairs,Chairs Product 4,USA,New York,New York,Central,2021,9,September,Q3
ORD-106277,6/23/2023,CUST-1550,PROD-0043,2,First Class,351.55,4,0.15,0,Riya Mishra,Home Office,Furniture,Bookcases,Bookcases Product 3,USA,Texas,Houston,West,2023,6,June,Q2
ORD-106278,7/7/2024,CUST-0515,PROD-0179,7,Same Day,184.54,6,0.3,-27.8,Atharv Chauhan,Consumer,Office Supplies,Binders,Binders Product 19,USA,Ohio,Columbus,West,2024,7,July,Q3
ORD-106279,10/15/2023,CUST-0140,PROD-0093,6,Same Day,804.74,4,0.05,94.28,Aarav Singh,Consumer,Technology,Phones,Phones Product 13,USA,Illinois,Chicago,East,2023,10,October,Q4
ORD-106280,2/23/2021,CUST-0730,PROD-0047,1,Second Class,859.52,2,0,101.67,Krishna Bhatt,Corporate,Furniture,Bookcases,Bookcases Product 7,USA,California,Los Angeles,West,2021,2,February,Q1
ORD-106281,7/18/2023,CUST-0455,PROD-0008,6,Standard Class,558.16,8,0.2,-20.18,Kabir Kapoor,Consumer,Furniture,Chairs,Chairs Product 8,USA,Illinois,Chicago,East,2023,7,July,Q3
ORD-106282,3/6/2022,CUST-1723,PROD-0060,8,Same Day,41,4,0.2,-1.98,Dev Malhotra,Consumer,Furniture,Bookcases,Bookcases Product 20,USA,Arizona,Phoenix,West,2022,3,March,Q1
ORD-106283,9/24/2021,CUST-1254,PROD-0122,4,First Class,318.49,2,0,53.03,Ishita Reddy,Consumer,Technology,Copiers,Copiers Product 2,USA,Washington,Seattle,East,2021,9,September,Q3
ORD-106284,9/30/2022,CUST-1060,PROD-0088,1,Second Class,874.6,8,0.3,-162.31,Sneha Kulkarni,Home Office,Technology,Phones,Phones Product 8,USA,California,Los Angeles,West,2022,9,September,Q3
ORD-106285,2/4/2023,CUST-1243,PROD-0164,1,Second Class,917.61,7,0.3,-100.33,Yash Chauhan,Consumer,Office Supplies,Binders,Binders Product 4,USA,California,Los Angeles,West,2023,2,February,Q1
ORD-106286,2/7/2021,CUST-0001,PROD-0156,1,Same Day,458.52,3,0.2,-19.8,Diya Tripathi,Home Office,Technology,Machines,Machines Product 16,USA,California,Los Angeles,West,2021,2,February,Q1
ORD-106287,2/26/2021,CUST-1149,PROD-0168,8,Standard Class,475.64,3,0.05,37.86,Aisha Saxena,Corporate,Office Supplies,Binders,Binders Product 8,USA,Arizona,Phoenix,West,2021,2,February,Q1
ORD-106288,12/6/2023,CUST-1197,PROD-0217,5,First Class,135.29,3,0,20.55,Anika Reddy,Consumer,Office Supplies,Storage,Storage Product 17,USA,Florida,Miami,East,2023,12,December,Q4
ORD-106289,5/6/2024,CUST-1318,PROD-0180,6,Same Day,870.05,1,0.05,97.55,Rudra Kohli,Consumer,Office Supplies,Binders,Binders Product 20,USA,Illinois,Chicago,East,2024,5,May,Q2
ORD-106290,4/26/2022,CUST-0430,PROD-0020,6,Same Day,552.11,6,0.05,55.95,Yash Menon,Home Office,Furniture,Chairs,Chairs Product 20,USA,Illinois,Chicago,East,2022,4,April,Q2
ORD-106291,8/1/2023,CUST-0739,PROD-0115,1,Second Class,629.27,3,0,105.24,Riya Patel,Corporate,Technology,Accessories,Accessories Product 15,USA,California,Los Angeles,West,2023,8,August,Q3
ORD-106292,1/29/2021,CUST-1678,PROD-0240,1,Same Day,76.55,1,0.05,8.62,Vihaan Tiwari,Corporate,Office Supplies,Art,Art Product 20,USA,California,Los Angeles,West,2021,1,January,Q1
ORD-106293,8/3/2022,CUST-1923,PROD-0018,8,First Class,707,1,0.2,-28.95,Ananya Bansal,Home Office,Furniture,Chairs,Chairs Product 18,USA,Arizona,Phoenix,West,2022,8,August,Q3
ORD-106294,7/27/2022,CUST-0250,PROD-0057,1,Standard Class,77.89,8,0.05,5.96,Pooja Chatterjee,Home Office,Furniture,Bookcases,Bookcases Product 17,USA,California,Los Angeles,West,2022,7,July,Q3
ORD-106295,7/4/2024,CUST-1119,PROD-0109,8,First Class,639.14,9,0.2,-36.91,Ananya Singh,Home Office,Technology,Accessories,Accessories Product 9,USA,Arizona,Phoenix,West,2024,7,July,Q3
ORD-106296,9/20/2023,CUST-0665,PROD-0088,6,Standard Class,414.9,10,0.3,-57.72,Diya Jain,Corporate,Technology,Phones,Phones Product 8,USA,Illinois,Chicago,East,2023,9,September,Q3
ORD-106297,3/23/2024,CUST-1543,PROD-0025,5,First Class,1122.29,1,0.1,46.45,Sneha Ghosh,Consumer,Furniture,Tables,Tables Product 5,USA,Florida,Miami,East,2024,3,March,Q1
ORD-106298,6/20/2024,CUST-1698,PROD-0233,8,Second Class,142.42,4,0.1,6.45,Kunal Joshi,Home Office,Office Supplies,Art,Art Product 13,USA,Arizona,Phoenix,West,2024,6,June,Q2
ORD-106299,4/25/2023,CUST-1274,PROD-0075,7,Second Class,900.19,8,0.15,0,Saanvi Arora,Consumer,Furniture,Furnishings,Furnishings Product 15,USA,Ohio,Columbus,West,2023,4,April,Q2
ORD-106300,10/25/2023,CUST-0880,PROD-0087,2,Standard Class,510.64,5,0.05,65.3,Aarav Bose,Corporate,Technology,Phones,Phones Product 7,USA,Texas,Houston,West,2023,10,October,Q4
ORD-106301,10/3/2021,CUST-0081,PROD-0079,4,First Class,887.3,6,0.3,-98.11,Ishaan Kulkarni,Home Office,Furniture,Furnishings,Furnishings Product 19,USA,Washington,Seattle,East,2021,10,October,Q4
ORD-106302,10/28/2024,CUST-1955,PROD-0177,5,Same Day,898.67,3,0,96.3,Ananya Yadav,Home Office,Office Supplies,Binders,Binders Product 17,USA,Florida,Miami,East,2024,10,October,Q4
ORD-106303,9/25/2023,CUST-1796,PROD-0099,5,Second Class,787.38,5,0,97.59,Ira Sharma,Corporate,Technology,Phones,Phones Product 19,USA,Florida,Miami,East,2023,9,September,Q3
ORD-106304,2/17/2022,CUST-1758,PROD-0147,5,Standard Class,841.8,7,0.2,-37.29,Ira Verma,Home Office,Technology,Machines,Machines Product 7,USA,Florida,Miami,East,2022,2,February,Q1
ORD-106305,2/13/2023,CUST-0920,PROD-0066,1,Same Day,1050.15,9,0.3,-142.11,Arjun Bhatt,Home Office,Furniture,Furnishings,Furnishings Product 6,USA,California,Los Angeles,West,2023,2,February,Q1
ORD-106306,2/21/2024,CUST-1377,PROD-0225,7,First Class,751.24,9,0.3,-98.21,Priya Naidu,Corporate,Office Supplies,Art,Art Product 5,USA,Ohio,Columbus,West,2024,2,February,Q1
ORD-106307,7/4/2023,CUST-0555,PROD-0159,2,Standard Class,1102.32,1,0.1,64.41,Priya Reddy,Consumer,Technology,Machines,Machines Product 19,USA,Texas,Houston,West,2023,7,July,Q3
ORD-106308,8/15/2024,CUST-1662,PROD-0240,7,Same Day,307.1,3,0.15,0,Aadhya Saxena,Consumer,Office Supplies,Art,Art Product 20,USA,Ohio,Columbus,West,2024,8,August,Q3
ORD-106309,8/17/2022,CUST-1945,PROD-0024,8,Second Class,441.45,10,0.15,0,Aadhya Mishra,Corporate,Furniture,Tables,Tables Product 4,USA,Arizona,Phoenix,West,2022,8,August,Q3
ORD-106310,1/7/2024,CUST-1252,PROD-0229,6,Second Class,896.57,8,0.15,0,Aditya Kulkarni,Consumer,Office Supplies,Art,Art Product 9,USA,Illinois,Chicago,East,2024,1,January,Q1
ORD-106311,4/18/2021,CUST-0149,PROD-0041,5,Second Class,1151.58,2,0.15,0,Neha Shetty,Consumer,Furniture,Bookcases,Bookcases Product 1,USA,Florida,Miami,East,2021,4,April,Q2
ORD-106312,6/29/2022,CUST-0730,PROD-0174,3,First Class,243.94,4,0.15,0,Sai Chauhan,Corporate,Office Supplies,Binders,Binders Product 14,USA,New York,New York,Central,2022,6,June,Q2
ORD-106313,1/25/2024,CUST-0030,PROD-0070,8,Standard Class,849.42,5,0.15,0,Arjun Singh,Home Office,Furniture,Furnishings,Furnishings Product 10,USA,Arizona,Phoenix,West,2024,1,January,Q1
ORD-106314,9/16/2023,CUST-1287,PROD-0151,4,Same Day,158.11,6,0,26.78,Yash Gupta,Home Office,Technology,Machines,Machines Product 11,USA,Washington,Seattle,East,2023,9,September,Q3
ORD-106315,11/9/2023,CUST-1717,PROD-0115,6,Same Day,108.24,10,0,20.3,Aisha Menon,Corporate,Technology,Accessories,Accessories Product 15,USA,Illinois,Chicago,East,2023,11,November,Q4
ORD-106316,6/4/2023,CUST-1844,PROD-0179,3,Standard Class,895.02,4,0.05,80.67,Meera Tripathi,Corporate,Office Supplies,Binders,Binders Product 19,USA,New York,New York,Central,2023,6,June,Q2
ORD-106317,11/22/2021,CUST-0962,PROD-0054,6,Same Day,448.27,2,0.3,-67.5,Neha Arora,Corporate,Furniture,Bookcases,Bookcases Product 14,USA,Illinois,Chicago,East,2021,11,November,Q4
ORD-106318,1/16/2023,CUST-0798,PROD-0229,8,Second Class,445.94,2,0.05,52.18,Harsh Saxena,Corporate,Office Supplies,Art,Art Product 9,USA,Arizona,Phoenix,West,2023,1,January,Q1
ORD-106319,5/26/2022,CUST-0010,PROD-0007,6,Same Day,1170.19,9,0.05,122.95,Ira Patel,Home Office,Furniture,Chairs,Chairs Product 7,USA,Illinois,Chicago,East,2022,5,May,Q2
ORD-106320,12/16/2022,CUST-1614,PROD-0151,2,First Class,546.32,4,0.2,-22.77,Aarav Kohli,Consumer,Technology,Machines,Machines Product 11,USA,Texas,Houston,West,2022,12,December,Q4
ORD-106321,12/16/2024,CUST-0625,PROD-0047,6,Same Day,791.05,7,0.05,87.91,Kunal Iyer,Consumer,Furniture,Bookcases,Bookcases Product 7,USA,Illinois,Chicago,East,2024,12,December,Q4
ORD-106322,1/15/2021,CUST-1189,PROD-0139,1,First Class,828.52,8,0,89.01,Kabir Iyer,Home Office,Technology,Copiers,Copiers Product 19,USA,California,Los Angeles,West,2021,1,January,Q1
ORD-106323,3/12/2022,CUST-0835,PROD-0168,1,Second Class,1080.96,1,0.2,-48.8,Manav Sharma,Home Office,Office Supplies,Binders,Binders Product 8,USA,California,Los Angeles,West,2022,3,March,Q1
ORD-106324,7/5/2022,CUST-0150,PROD-0211,4,Same Day,898.12,6,0.05,103.81,Vihaan Bose,Consumer,Office Supplies,Storage,Storage Product 11,USA,Washington,Seattle,East,2022,7,July,Q3
ORD-106325,1/23/2022,CUST-0257,PROD-0151,6,Same Day,787.65,9,0.3,-110.69,Ishita Chatterjee,Corporate,Technology,Machines,Machines Product 11,USA,Illinois,Chicago,East,2022,1,January,Q1
ORD-106326,6/16/2024,CUST-1823,PROD-0174,8,Same Day,737.89,1,0.1,26.72,Vihaan Nair,Home Office,Office Supplies,Binders,Binders Product 14,USA,Arizona,Phoenix,West,2024,6,June,Q2
ORD-106327,10/18/2023,CUST-1641,PROD-0012,7,Standard Class,919.04,1,0.3,-104.74,Kabir Verma,Corporate,Furniture,Chairs,Chairs Product 12,USA,Ohio,Columbus,West,2023,10,October,Q4
ORD-106328,7/12/2022,CUST-1923,PROD-0097,2,First Class,488.17,4,0.15,0,Kavya Malhotra,Home Office,Technology,Phones,Phones Product 17,USA,Texas,Houston,West,2022,7,July,Q3
ORD-106329,7/1/2023,CUST-0065,PROD-0014,5,Standard Class,1007.75,8,0.05,103.82,Ritika Shetty,Corporate,Furniture,Chairs,Chairs Product 14,USA,Florida,Miami,East,2023,7,July,Q3
ORD-106330,8/5/2022,CUST-0404,PROD-0100,8,Standard Class,835.33,7,0.1,46.34,Ishaan Bhatt,Home Office,Technology,Phones,Phones Product 20,USA,Arizona,Phoenix,West,2022,8,August,Q3
ORD-106331,10/29/2023,CUST-1865,PROD-0180,8,Same Day,1013.1,3,0.05,78.98,Aditya Jain,Home Office,Office Supplies,Binders,Binders Product 20,USA,Arizona,Phoenix,West,2023,10,October,Q4
ORD-106332,1/3/2023,CUST-1827,PROD-0123,8,First Class,798.48,1,0,125.17,Ishita Patel,Corporate,Technology,Copiers,Copiers Product 3,USA,Arizona,Phoenix,West,2023,1,January,Q1
ORD-106333,10/28/2022,CUST-0523,PROD-0096,7,Same Day,56.46,2,0.3,-6.95,Ritika Reddy,Corporate,Technology,Phones,Phones Product 16,USA,Ohio,Columbus,West,2022,10,October,Q4
ORD-106334,11/2/2021,CUST-0595,PROD-0195,8,First Class,335.73,2,0.2,-12.48,Vihaan Agarwal,Consumer,Office Supplies,Paper,Paper Product 15,USA,Arizona,Phoenix,West,2021,11,November,Q4
ORD-106335,12/15/2021,CUST-1002,PROD-0130,6,Second Class,438.57,2,0.1,15.71,Pooja Rao,Home Office,Technology,Copiers,Copiers Product 10,USA,Illinois,Chicago,East,2021,12,December,Q4
ORD-106336,8/11/2021,CUST-1487,PROD-0188,8,Second Class,672.76,7,0.1,27.82,Manav Jain,Home Office,Office Supplies,Paper,Paper Product 8,USA,Arizona,Phoenix,West,2021,8,August,Q3
ORD-106337,12/22/2024,CUST-0529,PROD-0176,3,Standard Class,358.66,3,0.05,44.7,Aditya Mehta,Corporate,Office Supplies,Binders,Binders Product 16,USA,New York,New York,Central,2024,12,December,Q4
ORD-106338,2/24/2022,CUST-1462,PROD-0057,3,Standard Class,613.32,6,0.05,52.83,Aditya Malhotra,Corporate,Furniture,Bookcases,Bookcases Product 17,USA,New York,New York,Central,2022,2,February,Q1
ORD-106339,2/18/2021,CUST-0030,PROD-0119,2,Second Class,726.18,3,0.2,-29.81,Priya Reddy,Home Office,Technology,Accessories,Accessories Product 19,USA,Texas,Houston,West,2021,2,February,Q1
ORD-106340,11/26/2024,CUST-0014,PROD-0075,5,First Class,107.79,6,0.3,-11.52,Sneha Agarwal,Home Office,Furniture,Furnishings,Furnishings Product 15,USA,Florida,Miami,East,2024,11,November,Q4
ORD-106341,7/18/2023,CUST-1892,PROD-0204,8,Standard Class,1142.8,6,0.15,0,Harsh Patel,Corporate,Office Supplies,Storage,Storage Product 4,USA,Arizona,Phoenix,West,2023,7,July,Q3
ORD-106342,6/29/2022,CUST-0227,PROD-0188,8,Same Day,963.94,7,0.3,-186.31,Aryan Deshmukh,Corporate,Office Supplies,Paper,Paper Product 8,USA,Arizona,Phoenix,West,2022,6,June,Q2
ORD-106343,8/31/2022,CUST-0647,PROD-0107,4,Standard Class,1119.32,2,0,191.76,Diya Deshmukh,Consumer,Technology,Accessories,Accessories Product 7,USA,Washington,Seattle,East,2022,8,August,Q3
ORD-106344,11/5/2024,CUST-1677,PROD-0190,5,First Class,838.9,8,0.15,0,Aadhya Arora,Home Office,Office Supplies,Paper,Paper Product 10,USA,Florida,Miami,East,2024,11,November,Q4
ORD-106345,4/1/2023,CUST-1007,PROD-0236,8,Same Day,142.74,6,0.3,-22.36,Aryan Agarwal,Corporate,Office Supplies,Art,Art Product 16,USA,Arizona,Phoenix,West,2023,4,April,Q2
ORD-106346,6/6/2023,CUST-0789,PROD-0103,5,Same Day,699.98,7,0.15,0,Ritika Jain,Consumer,Technology,Accessories,Accessories Product 3,USA,Florida,Miami,East,2023,6,June,Q2
ORD-106347,2/26/2024,CUST-0723,PROD-0033,1,First Class,542.23,3,0,90.65,Vivaan Agarwal,Consumer,Furniture,Tables,Tables Product 13,USA,California,Los Angeles,West,2024,2,February,Q1
ORD-106348,6/12/2023,CUST-0637,PROD-0085,6,Second Class,698.47,2,0.2,-28.15,Anika Pillai,Consumer,Technology,Phones,Phones Product 5,USA,Illinois,Chicago,East,2023,6,June,Q2
ORD-106349,1/15/2023,CUST-0128,PROD-0074,8,Second Class,718.64,10,0.15,0,Simran Ghosh,Consumer,Furniture,Furnishings,Furnishings Product 14,USA,Arizona,Phoenix,West,2023,1,January,Q1
ORD-106350,10/24/2023,CUST-0999,PROD-0037,8,First Class,602.81,5,0.2,-30.38,Riya Mehta,Home Office,Furniture,Tables,Tables Product 17,USA,Arizona,Phoenix,West,2023,10,October,Q4
ORD-106351,7/19/2022,CUST-0291,PROD-0043,1,Same Day,213.51,2,0.3,-31.32,Myra Dutta,Corporate,Furniture,Bookcases,Bookcases Product 3,USA,California,Los Angeles,West,2022,7,July,Q3
ORD-106352,12/4/2024,CUST-1135,PROD-0093,1,Same Day,734.67,10,0.3,-109.5,Ritika Arora,Corporate,Technology,Phones,Phones Product 13,USA,California,Los Angeles,West,2024,12,December,Q4
ORD-106353,5/3/2024,CUST-1694,PROD-0138,8,Second Class,596.65,9,0.05,44.54,Aryan Patel,Corporate,Technology,Copiers,Copiers Product 18,USA,Arizona,Phoenix,West,2024,5,May,Q2
ORD-106354,11/5/2024,CUST-0565,PROD-0009,1,Same Day,245.11,8,0.15,0,Ananya Shetty,Home Office,Furniture,Chairs,Chairs Product 9,USA,California,Los Angeles,West,2024,11,November,Q4
ORD-106355,9/18/2022,CUST-0850,PROD-0221,7,Second Class,514.83,10,0.05,54.38,Tanvi Gupta,Consumer,Office Supplies,Art,Art Product 1,USA,Ohio,Columbus,West,2022,9,September,Q3
ORD-106356,5/19/2022,CUST-0333,PROD-0205,2,First Class,1038.75,4,0,123.95,Kabir Saxena,Consumer,Office Supplies,Storage,Storage Product 5,USA,Texas,Houston,West,2022,5,May,Q2
ORD-106357,2/2/2022,CUST-0183,PROD-0140,4,Second Class,37.8,4,0,5.5,Ananya Tiwari,Corporate,Technology,Copiers,Copiers Product 20,USA,Washington,Seattle,East,2022,2,February,Q1
ORD-106358,6/11/2021,CUST-0223,PROD-0236,2,First Class,529.88,1,0,81.96,Krishna Gupta,Corporate,Office Supplies,Art,Art Product 16,USA,Texas,Houston,West,2021,6,June,Q2
ORD-106359,12/26/2022,CUST-0516,PROD-0129,6,First Class,1003.2,9,0.15,0,Arjun Deshmukh,Consumer,Technology,Copiers,Copiers Product 9,USA,Illinois,Chicago,East,2022,12,December,Q4
ORD-106360,10/17/2022,CUST-0761,PROD-0035,5,First Class,138.05,3,0.15,0,Pooja Das,Consumer,Furniture,Tables,Tables Product 15,USA,Florida,Miami,East,2022,10,October,Q4
ORD-106361,3/16/2023,CUST-0214,PROD-0088,2,First Class,150.29,4,0.2,-8.12,Arjun Kapoor,Consumer,Technology,Phones,Phones Product 8,USA,Texas,Houston,West,2023,3,March,Q1
ORD-106362,5/31/2024,CUST-0937,PROD-0240,5,First Class,813.44,8,0.15,0,Aadhya Mishra,Corporate,Office Supplies,Art,Art Product 20,USA,Florida,Miami,East,2024,5,May,Q2
ORD-106363,12/8/2023,CUST-0433,PROD-0082,2,Same Day,333.11,10,0.3,-44.88,Harsh Kapoor,Consumer,Technology,Phones,Phones Product 2,USA,Texas,Houston,West,2023,12,December,Q4
ORD-106364,2/14/2022,CUST-1332,PROD-0129,8,Standard Class,667.44,4,0.2,-27.36,Saanvi Jain,Consumer,Technology,Copiers,Copiers Product 9,USA,Arizona,Phoenix,West,2022,2,February,Q1
ORD-106365,12/16/2022,CUST-1985,PROD-0102,7,Same Day,43.97,4,0.1,2.28,Kavya Saxena,Home Office,Technology,Accessories,Accessories Product 2,USA,Ohio,Columbus,West,2022,12,December,Q4
ORD-106366,2/21/2022,CUST-1655,PROD-0216,6,Same Day,569.03,5,0.3,-93.38,Shaurya Kapoor,Corporate,Office Supplies,Storage,Storage Product 16,USA,Illinois,Chicago,East,2022,2,February,Q1
ORD-106367,8/9/2023,CUST-1339,PROD-0137,3,First Class,193.11,7,0,34.89,Kunal Pillai,Consumer,Technology,Copiers,Copiers Product 17,USA,New York,New York,Central,2023,8,August,Q3
ORD-106368,11/19/2024,CUST-0252,PROD-0154,2,Same Day,192.54,3,0,35.66,Anika Ghosh,Home Office,Technology,Machines,Machines Product 14,USA,Texas,Houston,West,2024,11,November,Q4
ORD-106369,5/20/2023,CUST-1914,PROD-0155,5,Same Day,550.43,7,0.1,28.34,Ira Malhotra,Home Office,Technology,Machines,Machines Product 15,USA,Florida,Miami,East,2023,5,May,Q2
ORD-106370,12/11/2021,CUST-1213,PROD-0051,7,First Class,1077.97,3,0.3,-142.28,Myra Patel,Home Office,Furniture,Bookcases,Bookcases Product 11,USA,Ohio,Columbus,West,2021,12,December,Q4
ORD-106371,12/12/2023,CUST-1762,PROD-0093,2,Same Day,234.56,10,0.15,0,Pooja Joshi,Home Office,Technology,Phones,Phones Product 13,USA,Texas,Houston,West,2023,12,December,Q4
ORD-106372,1/27/2022,CUST-0890,PROD-0124,1,Standard Class,308.35,1,0.15,0,Sai Chauhan,Corporate,Technology,Copiers,Copiers Product 4,USA,California,Los Angeles,West,2022,1,January,Q1
ORD-106373,9/3/2024,CUST-1906,PROD-0210,8,Standard Class,344.8,10,0.05,42.02,Vihaan Pandey,Home Office,Office Supplies,Storage,Storage Product 10,USA,Arizona,Phoenix,West,2024,9,September,Q3
ORD-106374,10/23/2024,CUST-1612,PROD-0159,6,Second Class,736.64,1,0,77.36,Aadhya Bhatt,Consumer,Technology,Machines,Machines Product 19,USA,Illinois,Chicago,East,2024,10,October,Q4
ORD-106375,1/11/2024,CUST-1957,PROD-0170,8,Second Class,970.46,2,0.05,87.16,Myra Deshmukh,Corporate,Office Supplies,Binders,Binders Product 10,USA,Arizona,Phoenix,West,2024,1,January,Q1
ORD-106376,9/12/2021,CUST-1589,PROD-0221,6,Standard Class,397.85,10,0.05,36.99,Pooja Pandey,Home Office,Office Supplies,Art,Art Product 1,USA,Illinois,Chicago,East,2021,9,September,Q3
ORD-106377,7/22/2024,CUST-0562,PROD-0231,6,Same Day,763.71,3,0,110.57,Priya Chauhan,Corporate,Office Supplies,Art,Art Product 11,USA,Illinois,Chicago,East,2024,7,July,Q3
ORD-106378,7/9/2022,CUST-0855,PROD-0177,3,Second Class,761.79,1,0.1,30.02,Kunal Sharma,Consumer,Office Supplies,Binders,Binders Product 17,USA,New York,New York,Central,2022,7,July,Q3
ORD-106379,3/12/2023,CUST-0690,PROD-0109,7,Second Class,1164.79,4,0,198.79,Aditya Banerjee,Consumer,Technology,Accessories,Accessories Product 9,USA,Ohio,Columbus,West,2023,3,March,Q1
ORD-106380,3/11/2022,CUST-1389,PROD-0091,1,Second Class,315.24,5,0.2,-17.88,Neha Sinha,Consumer,Technology,Phones,Phones Product 11,USA,California,Los Angeles,West,2022,3,March,Q1
ORD-106381,9/27/2021,CUST-0785,PROD-0033,6,Second Class,698.53,9,0.05,53.47,Saanvi Ghosh,Home Office,Furniture,Tables,Tables Product 13,USA,Illinois,Chicago,East,2021,9,September,Q3
ORD-106382,7/21/2022,CUST-0030,PROD-0061,1,Same Day,230.27,6,0,25.03,Sara Rao,Home Office,Furniture,Furnishings,Furnishings Product 1,USA,California,Los Angeles,West,2022,7,July,Q3
ORD-106383,5/4/2024,CUST-1550,PROD-0135,5,Standard Class,974.9,5,0.1,50.26,Shaurya Chauhan,Home Office,Technology,Copiers,Copiers Product 15,USA,Florida,Miami,East,2024,5,May,Q2
ORD-106384,5/6/2021,CUST-0290,PROD-0227,5,First Class,393.76,4,0.05,30.55,Ishaan Ghosh,Home Office,Office Supplies,Art,Art Product 7,USA,Florida,Miami,East,2021,5,May,Q2
ORD-106385,4/11/2021,CUST-1000,PROD-0072,6,Standard Class,591.17,10,0.1,30.01,Yash Reddy,Consumer,Furniture,Furnishings,Furnishings Product 12,USA,Illinois,Chicago,East,2021,4,April,Q2
ORD-106386,5/21/2022,CUST-1929,PROD-0048,1,Same Day,848.3,1,0.05,108.75,Sai Kulkarni,Corporate,Furniture,Bookcases,Bookcases Product 8,USA,California,Los Angeles,West,2022,5,May,Q2
ORD-106387,6/27/2022,CUST-0553,PROD-0002,5,Second Class,533.24,2,0.05,50.32,Yash Kapoor,Consumer,Furniture,Chairs,Chairs Product 2,USA,Florida,Miami,East,2022,6,June,Q2
ORD-106388,6/23/2024,CUST-0025,PROD-0120,8,Standard Class,456.52,9,0,81.91,Arjun Pillai,Consumer,Technology,Accessories,Accessories Product 20,USA,Arizona,Phoenix,West,2024,6,June,Q2
ORD-106389,4/28/2022,CUST-1388,PROD-0085,4,Second Class,204.45,8,0.05,18.53,Kavya Chauhan,Corporate,Technology,Phones,Phones Product 5,USA,Washington,Seattle,East,2022,4,April,Q2
ORD-106390,7/13/2024,CUST-1318,PROD-0057,8,Same Day,875.47,6,0.15,0,Rudra Verma,Consumer,Furniture,Bookcases,Bookcases Product 17,USA,Arizona,Phoenix,West,2024,7,July,Q3
